,annual_pc_price_change,pe-ratio,ps-ratio,pb-ratio,roe,roa,operating-margin,net-profit-margin,debt-equity-ratio,current-ratio,quick-ratio,inventory-turnover,receiveable-turnover,operating-income,net-income
2022-12-31,-0.3198386199220923,45.78,8.94,-135.69,-304.19030,13.75400,21.94960,19.40730,-3.51700,1.23780,1.15,4.10020,3.50110,0.4907748322916925,0.4128213579433091
2021-12-31,1.4197131892546957,99.28,17.97,72.92,75.98950,10.24990,19.46020,18.15570,1.23800,1.55330,1.48,4.45390,4.13790,0.2230168194873332,0.24216990788126913
2020-12-31,0.39125140502060685,50.87,9.62,28.20,57.06780,12.07810,20.49800,18.82900,,1.49790,1.42,4.07730,3.60330,0.5150991452991454,0.47271630991860114
2019-12-31,0.5158313218798807,56.79,8.63,13.65,24.70950,8.55070,16.22750,15.33520,,1.90200,1.82,4.29090,3.97390,0.4974402730375427,-0.00955509107196173
2018-12-31,0.6120393682764935,37.26,6.79,11.84,33.15190,10.88040,12.98900,18.55810,,1.76770,1.70,5.00440,4.05980,1.134792472488591,9.665605095541402
2017-12-31,0.4505312084993358,257.00,5.22,12.45,5.32750,1.39070,7.34500,2.10050,,1.67130,1.60,4.98450,4.29320,1.5594382284382284,-0.024844720496894568
2016-12-31,-0.03368623676612126,200.80,4.14,6.22,3.84390,1.50470,3.36370,2.52470,,1.85510,1.73,3.16030,4.07480,1.8836458963500702,3.0315512708150747
2015-12-31,0.016634050880626194,623.40,5.44,7.07,1.05740,0.44610,1.47400,0.79140,,1.87210,1.75,3.41940,3.88830,-0.7492245971276381,-0.6848439411277276
2014-12-31,0.6027182435964453,204.40,6.72,7.55,3.74920,1.77870,7.70080,3.28970,,2.02510,1.89,3.32500,4.17000,-0.17708420030517413,-0.42757436812504235
2013-12-31,-0.08991436726926727,73.58,5.23,5.28,7.55820,3.78900,11.71630,7.19540,,1.78070,1.66,3.71140,4.71600,-0.28250808658870363,-0.33758752767969347
2012-12-31,-0.036221916552040434,52.55,6.55,6.60,13.08110,6.85150,18.82830,12.52460,,1.78290,1.72,7.00000,4.95750,0.13015162422388182,0.06951289765089941
2011-12-31,0.3483771251931995,56.65,8.23,9.43,17.43860,8.50520,20.50480,14.41320,,1.96190,1.90,6.99110,4.53900,0.6064762111273738,0.5151412292399078
2010-12-31,,61.04,7.65,10.35,17.74330,7.56200,17.04390,12.70270,,1.92400,1.86,6.30360,4.48870,1.1844556722191522,-0.1898925618211459
2009-12-31,,,,8.24,42.24510,15.54160,10.04860,20.19440,,1.89530,1.84,6.57100,4.62160,,
