,annual_pc_price_change,pe-ratio,ps-ratio,pb-ratio,roe,roa,operating-margin,net-profit-margin,debt-equity-ratio,current-ratio,quick-ratio,inventory-turnover,receiveable-turnover,operating-income,net-income
2022-12-31,-0.02214348981399472,83.10,14.01,4.57,5.37770,4.39700,20.66300,16.92880,0.14400,13.91750,0.00,,14.17650,0.04304975054182281,0.2628108721510505
2021-12-31,-0.14495607391699483,105.66,16.02,5.46,5.12220,4.03150,22.23800,15.04850,0.17300,11.77520,0.00,,15.57590,0.49493087876294073,0.2881018632665282
2020-12-31,0.5448437238843389,154.82,21.21,6.78,4.22540,3.28440,17.43210,13.69050,0.18360,11.75310,0.00,,15.95990,-0.20449900563063383,-0.2788740264729509
2019-12-31,0.7735815497717435,69.57,15.65,6.44,9.24840,8.17240,25.97290,22.50190,,5.79150,0.00,,15.17480,0.3289280282025311,0.32151938036536976
2018-12-31,0.1360161643374307,51.58,10.32,4.07,7.88680,7.19400,22.95320,19.99730,,7.87040,0.00,,13.36250,0.5738727009439297,0.9424915440727006
2017-12-31,0.5754151413868109,82.03,10.13,4.04,4.62780,4.27000,18.00770,12.71150,,8.78140,0.00,,15.84940,0.19951623477450742,0.4422658720362991
2016-12-31,-0.08805457448352605,71.67,7.30,3.72,5.14270,3.89330,17.29940,10.15620,0.20450,4.04970,0.00,,17.21180,11.649934526407682,-25.55151515151515
2015-12-31,0.12557860915972352,0.00,9.28,4.35,-0.22440,-0.16660,1.60940,-0.48680,0.23000,3.49450,0.00,,17.48550,-0.8583669230198571,-1.0772248100024515
2014-12-31,-0.00514681980712961,126.64,9.66,3.92,2.96450,2.16710,14.04290,7.79060,0.24560,5.14400,0.00,,14.49950,0.49348155260922555,0.5090132508239724
2013-12-31,1.0653463130804521,177.48,11.74,5.74,3.20460,2.36550,12.28140,6.74330,0.16500,2.76520,0.00,,21.23900,0.9735422740524782,1.9988905698436716
2012-12-31,0.3392776861981117,248.25,6.83,3.07,1.19990,0.85100,7.84140,2.83340,0.20650,1.96350,0.00,,16.08980,0.26039226493959866,-0.32348526200873373
2011-12-31,0.15931202223766494,105.92,6.10,2.57,2.22340,1.90080,8.64830,5.82190,,9.43940,0.00,,14.43540,-0.04408342480790328,0.1028670328843404
2010-12-31,0.3780225041896099,89.94,5.25,3.13,3.48330,3.02260,10.06590,5.87330,,4.69940,0.00,,12.54630,-0.28459242971572174,-0.2890921735408978
2009-12-31,0.2680631451123252,43.97,3.95,2.40,5.20690,4.62040,15.18420,8.91590,,5.65540,0.00,,16.30950,,
