,annual_pc_price_change,pe-ratio,ps-ratio,pb-ratio,roe,roa,operating-margin,net-profit-margin,debt-equity-ratio,current-ratio,quick-ratio,inventory-turnover,receiveable-turnover,operating-income,net-income
2022-12-31,-0.08576336026857156,39.22,7.73,3.37,6.71690,2.04230,19.47410,19.78910,1.34430,0.50530,0.43,3.30350,4.11470,0.4009612083762444,0.16064931430170715
2021-12-31,0.2339357623167182,49.54,10.36,3.87,6.22360,2.00620,17.06600,20.93270,1.20700,0.53270,0.44,2.90010,4.15510,-0.4306098514464425,0.22404933196300103
2020-12-31,0.300786256972839,48.85,7.95,3.17,5.27280,1.85540,28.42700,16.21940,1.07040,0.47450,0.38,2.28030,6.05140,-0.04427423874462921,-0.22552401167418412
2019-12-31,0.42691904871382236,28.76,5.63,2.64,8.19150,2.87870,27.87440,19.62610,1.02960,0.53480,0.44,3.28540,6.84150,0.2507009345794393,-0.43220849653510096
2018-12-31,0.13593035908596307,11.22,4.46,2.00,15.43850,5.56980,25.58740,39.68430,1.00800,0.36400,0.29,3.05150,5.63390,-0.17262710226174371,0.23382899628252796
2017-12-31,0.34363534993976286,12.10,3.79,2.20,18.02510,5.43370,30.12290,31.32830,1.18600,0.63870,0.53,3.19800,6.27440,0.1601255886970172,0.8513420509291121
2016-12-31,0.18423798618549858,16.52,2.96,1.90,11.83930,3.33250,27.63040,18.00720,1.21750,0.67850,0.56,3.09700,6.61660,-0.037348877374784095,0.05595930232558133
2015-12-31,0.007447100468409129,14.27,2.24,1.73,11.95050,3.34870,26.48980,15.73830,1.28450,0.67230,0.55,4.23110,7.72010,0.0565693430656935,0.11643002028397564
2014-12-31,0.27915057685327893,15.36,2.22,1.89,12.24220,3.30940,25.75640,14.48210,1.42310,0.71860,0.59,4.33590,7.88370,0.35266892934279537,0.29192872117400426
2013-12-31,0.2797986643619166,15.04,1.89,1.62,9.29600,2.41970,21.41250,12.60570,1.57570,0.63580,0.51,4.30010,6.61250,-0.010683760683760646,-0.0015698587127158659
2012-12-31,0.17915955822932572,11.52,1.54,1.39,11.89320,2.96560,22.97980,13.40490,1.70270,0.58980,0.47,4.77260,6.93390,0.004599816007359703,-0.006240249609984372
2011-12-31,0.21857014683677267,9.73,1.22,1.24,12.86890,3.36260,21.25680,12.53500,1.53700,0.72510,0.57,5.82500,8.51330,0.010536101642392381,-0.017373530914665314
2010-12-31,0.02409125543453894,7.71,0.98,1.06,13.53300,3.69290,21.06810,12.77670,1.43990,0.76160,0.64,7.28350,5.93220,0.2440246723207402,0.21176470588235285
2009-12-31,0.08762522241450776,8.99,0.93,1.14,12.45470,3.33280,16.58250,10.32410,1.45670,0.67250,0.54,8.44360,6.96170,,
